"","Date","columunG1","columunG1_low","columunG1_up","columunG2","columunG2_low","columunG2_up"
"53",2022-02-01,0.039178996705,0.0314520926375,0.0506166491125,0.03527828662,0.02503608847,0.058116866565
"54",2022-02-02,0.03885172066,0.03402448059,0.0511741950175,0.03685613394,0.02551664933,0.059505352935
"55",2022-02-03,0.040225776785,0.03513615987,0.0579945677675,0.03941741556,0.02738819598,0.06200879855
"56",2022-02-04,0.045296751875,0.03882963998,0.0610655701525,0.04299579483,0.027791478195,0.070838164955
"57",2022-02-05,0.04603584079,0.0392874965875,0.060803513825,0.04303763931,0.027922242635,0.073738103895
"58",2022-02-06,0.046203032205,0.0391133951975,0.057213954695,0.04204408088,0.028035755725,0.07122408494
"59",2022-02-07,0.05166326911,0.04279461787,0.0699307877125,0.04823424671,0.03398751627,0.074174308535
"60",2022-02-08,0.052962732065,0.0442047522025,0.0729828038025,0.04697898424,0.03207004378,0.07176740274
"61",2022-02-09,0.05854529411,0.0462634451675,0.0820881927825,0.0480159106,0.03282668462,0.07255533551
"62",2022-02-10,0.05931899736,0.0485444980375,0.0857631393825,0.05146344098,0.037719101265,0.07602688354
"63",2022-02-11,0.063536698645,0.0521984933425,0.08937015643,0.05210766322,0.03925822064,0.077134006605
"64",2022-02-12,0.06202647897,0.0538155305475,0.08953636431,0.05252050169,0.03787052902,0.07123939919
"65",2022-02-13,0.06226469334,0.0524567288575,0.08583324055,0.05088777797,0.03659910659,0.07321697131
"66",2022-02-14,0.06692773432,0.0525658546475,0.084717448225,0.05668484548,0.043759638355,0.076438839765
"67",2022-02-15,0.066798893895,0.052517074505,0.0876821225625,0.05675039246,0.044167912535,0.074152950565
"68",2022-02-16,0.07275966655,0.0548236229775,0.0897384359525,0.05898702903,0.047925823505,0.074885399925
"69",2022-02-17,0.07634567935,0.0579199583075,0.0973969712275,0.05798001301,0.04963840215,0.075766900785
"70",2022-02-18,0.08088136246,0.060012332655,0.1000763808325,0.05917107584,0.0498484321,0.074595500745
"71",2022-02-19,0.07683181448,0.0636065262925,0.0954465,0.05729120927,0.046410726865,0.073909505365
"72",2022-02-20,0.081357026585,0.0622814315475,0.0956406381675,0.05609573672,0.044846142095,0.076699288185
"73",2022-02-21,0.09813881193,0.068498340315,0.11418744,0.06458159246,0.05374528607,0.084095336365
"74",2022-02-22,0.090736618345,0.069002799965,0.111868633125,0.06304455039,0.05737839303,0.079608402365
"75",2022-02-23,0.092398216665,0.0713657889725,0.12044155055,0.06673571105,0.055452840895,0.080472624575
"76",2022-02-24,0.092793473285,0.0698935821675,0.112080826375,0.07412646768,0.052879941705,0.08878079115
"77",2022-02-25,0.09433978681,0.0741734950275,0.10686909295,0.07656943564,0.05253481378,0.093330943475
"78",2022-02-26,0.08924051053,0.0722110008925,0.103826687975,0.07241948803,0.051775050765,0.091889471785
"79",2022-02-27,0.08504144829,0.0708677616575,0.10053001126,0.07407123119,0.04906131457,0.094033598975
"80",2022-02-28,0.08539229963,0.0542193821975,0.1044564671,0.06815227484,0.04606802593,0.09302360868
"81",2022-03-01,0.08613728129,0.067301739765,0.11208790235,0.07293386423,0.049926952945,0.09462846164
"82",2022-03-02,0.090291116955,0.06730194115,0.11675807695,0.07257489301,0.055162736885,0.09606709485
"83",2022-03-03,0.095310728135,0.06941354976,0.115870737675,0.07345530237,0.055152339145,0.096751639545
"84",2022-03-04,0.099203495815,0.0740502615775,0.124700559925,0.07278481013,0.055915058115,0.09518544662
"85",2022-03-05,0.096916361875,0.0755727734775,0.1308170796,0.0697763334,0.05561931497,0.098320452525
"86",2022-03-06,0.095238779715,0.073081330235,0.13354342555,0.07004906953,0.05450627782,0.09792818339
"87",2022-03-07,0.100693021845,0.075347588775,0.12929354705,0.07024296242,0.0557253396975,0.0963828205025
"88",2022-03-08,0.10387198445,0.0828806243975,0.125125272425,0.07804878049,0.060151424745,0.100038894505
"89",2022-03-09,0.1016188535,0.0788507810775,0.1349692111,0.07876106195,0.05776149089,0.101097204135
"90",2022-03-10,0.10500802875,0.0815345076275,0.126545640675,0.07540820142,0.05526364098,0.10209213725
"91",2022-03-11,0.1058569894,0.0791437264575,0.135382528,0.07339449541,0.054192289435,0.1069325436
"92",2022-03-12,0.10282306825,0.070368155945,0.1342609027,0.07447382623,0.05292235768,0.10534150765
"93",2022-03-13,0.09769583373,0.0660258264025,0.1251495807,0.07069616838,0.05251590706,0.09280366211
"94",2022-03-14,0.100200853105,0.08559365343,0.1440866568,0.07336810356,0.057421979985,0.0965619360175
"95",2022-03-15,0.1028651765,0.0821778195675,0.148091856275,0.07490636704,0.05034338728,0.09603492179
"96",2022-03-16,0.1069280031,0.073259328745,0.15557608475,0.07357408032,0.05644262335,0.096816649335
"97",2022-03-17,0.119893089,0.0725015765,0.1538658568,0.07423580786,0.051464372825,0.09365391642
"98",2022-03-18,0.1138817302,0.072703753485,0.15263270205,0.07422517602,0.05033927903,0.09249704872
"99",2022-03-19,0.1100395476,0.07167215574,0.1622648442,0.06836827712,0.04816891481,0.091995359925
"100",2022-03-20,0.09669582119,0.06948294962,0.15762550925,0.06685530039,0.047295977205,0.093976568535
"101",2022-03-21,0.09860865033,0.069350942455,0.1600614651,0.06657848325,0.044073194675,0.089180496875
"102",2022-03-22,0.09729132117,0.06070624311,0.130387931,0.06177968373,0.04498146909,0.08980835272
