Date,columunG1,columunG1_low,columunG1_up,columunG2,columunG2_low,columunG2_up
2021/9/1,589.1321516,466.784653,820.1241778,282.8686593,240.6723771,386.4636673
2021/9/2,581.3072454,454.6887273,806.1198986,290.3000387,232.5865084,378.9652278
2021/9/3,585.6948655,445.7068944,796.9643213,291.8760432,236.372839,371.3907855
2021/9/4,512.5774484,426.3965463,764.1335535,276.5362656,211.8268429,373.4139214
2021/9/5,537.3922808,410.2858831,733.3204662,286.0782007,226.2526148,359.6563442
2021/9/6,541.380795,436.7632926,724.0375999,279.1725186,228.8154916,338.6355135
2021/9/7,551.4914967,458.3163533,687.1948093,296.6542695,235.9038714,352.0545879
2021/9/8,559.2234447,454.719538,668.4173842,297.8551111,240.7224129,371.6500309
2021/9/9,551.6170428,465.4367799,657.1079486,299.8085124,241.6794357,371.6412924
2021/9/10,575.2210657,467.253198,657.3991136,298.7452528,240.2603541,379.2011605
2021/9/11,612.024302,494.108563,722.2406682,324.9409545,260.0296313,403.905872
2021/9/12,605.1573903,520.4503665,732.084221,329.9528576,268.4628683,403.9339541
2021/9/13,574.5323161,499.5890194,693.1855494,335.6893224,283.9483164,418.2298599
2021/9/14,573.4651307,474.9133956,683.6164599,332.7756672,291.8585657,413.0536385
2021/9/15,562.9073378,466.9126273,685.8831007,328.0084045,288.7476484,398.1334433
2021/9/16,553.2451148,458.9118591,669.2153701,328.6566087,285.636731,386.2679635
2021/9/17,536.8772792,450.9004717,674.5914512,325.8516232,282.5453583,377.8537091
2021/9/18,508.4923098,433.6612755,650.6437768,321.7761493,270.3915151,380.9062265
2021/9/19,487.4955749,421.7788377,642.6482328,314.8956899,259.6874392,374.7829956
2021/9/20,464.6463623,392.4361085,644.9730903,303.198909,251.2217179,366.9706299
2021/9/21,447.5782582,371.8924143,638.9054455,302.7402117,246.8647473,363.4975424
2021/9/22,440.1121274,361.5286335,604.2170381,295.1029977,242.7389593,358.0460696
2021/9/23,432.6459966,362.1029894,575.3766575,297.0809863,238.6131713,354.401397
2021/9/24,430.9285343,356.7427721,576.6761581,297.8365796,234.4678387,352.9501468
2021/9/25,422.7149881,340.0500116,548.7449274,280.0346959,228.7165701,360.9626402
2021/9/26,405.296663,340.4351625,546.9367898,279.9109071,221.5748096,365.788577
2021/9/27,397.6627674,334.7841216,532.9140415,281.793113,217.5928476,363.4823325
2021/9/28,398.5994166,333.8273305,524.5931775,274.9365058,216.258899,348.4813858
2021/9/29,389.4278874,327.6540921,524.177227,266.3321359,210.6643118,344.4581628
2021/9/30,383.5298671,316.3194161,511.7975417,264.8532599,204.3340116,346.3276518
2021/10/1,385.3553238,302.3751279,513.5845783,260.9544048,201.6086766,341.1011985
2021/10/2,385.9161048,296.7591329,486.5570923,253.828911,192.8325321,339.7974493
2021/10/3,375.3855036,264.9983922,476.5549288,250.8711588,193.9585573,333.507408
2021/10/4,354.8907429,266.5513655,475.1259934,263.750942,189.3271851,338.1947253
2021/10/5,349.7011675,263.7145108,442.1265785,281.869485,184.1708075,352.1830414
2021/10/6,332.777947,252.9287256,426.1967176,281.0541453,179.4665312,341.5301736
2021/10/7,324.1646514,243.4055025,438.8123298,281.2642793,177.9249368,330.8773059
2021/10/8,317.7755646,234.6645357,428.0010545,281.4744132,181.2397984,330.6060126
2021/10/9,307.0562564,226.7509471,429.419801,257.0305258,177.0444672,360.6367727
2021/10/10,301.4587222,232.4238647,426.0901139,252.3337899,174.6734817,362.9066815
2021/10/11,298.0646544,218.4912374,412.9770749,249.1233962,170.202912,348.0450318
2021/10/12,289.2578464,210.9271901,399.2936918,249.3922828,168.8216638,343.0120039
2021/10/13,279.8695107,201.9759712,403.5128955,248.4511798,162.38553,344.060197
2021/10/14,273.8973686,195.9942401,388.8204161,242.6701188,152.629678,346.1033159
2021/10/15,270.5812171,190.2174212,385.7283915,238.5023772,150.0069835,343.8387044
2021/10/16,277.5232938,190.2984433,436.303684,239.1745936,148.3058408,347.4229801
2021/10/17,273.081846,189.6431592,372.3775963,234.2001922,143.5640668,330.924457
2021/10/18,271.3298673,188.8486215,406.8237594,228.9569043,138.9291788,338.0458889
2021/10/19,251.9155042,188.6237089,396.241785,211.7481646,138.6937805,337.1510645
2021/10/20,230.2376953,179.4004456,353.3428364,202.4715784,136.1814926,311.4780272
2021/10/21,212.3193965,169.5906852,328.296057,196.1527442,131.5558268,293.6380081
2021/10/22,260.9187241,163.0848019,394.3700694,201.0535644,130.2194294,310.5288364
2021/10/23,242.8914114,174.4583803,393.1101759,189.1455469,140.2637871,302.3554052
2021/10/24,289.1145699,162.0740844,415.4850509,188.4232235,141.5998578,311.746533
2021/10/25,251.4003378,163.7709795,411.8621376,176.3895822,133.8110302,307.3465879
2021/10/26,286.7111531,156.2096766,417.6743585,191.3125172,147.8579371,311.1866215
2021/10/27,286.4370691,159.4310434,417.6743585,191.3125172,147.3898798,300.7433356
2021/10/28,285.6818156,157.4223185,415.3192439,191.3125172,153.2217349,300.6753475
2021/10/29,281.8611015,159.1692147,432.577274,231.0832167,151.3234433,336.4519123
2021/10/30,256.7382827,146.5629479,429.1815532,197.497177,147.6252699,345.6348516
2021/10/31,251.7604253,144.5434575,423.04702,203.1437948,147.6894708,346.8296316
2021/11/1,251.2802251,141.1726365,435.9229405,214.3025869,141.6869188,380.9189679
2021/11/2,267.2450117,140.1569974,405.7894422,220.621421,142.1411272,397.8735941
2021/11/3,267.2450117,139.7685983,405.3622658,229.2257909,143.5341586,413.2759271
2021/11/4,267.2450117,141.4708596,412.1830765,228.2846879,141.2070714,417.7688666
2021/11/5,270.515141,142.1779243,422.0789664,219.4072536,144.6236789,425.249429
2021/11/6,291.1838482,140.6148703,421.4050226,223.9408979,148.8128101,445.4863516
2021/11/7,301.9935222,146.5935256,438.3537304,233.9089611,149.912175,463.2610397
2021/11/8,290.4130786,157.1576171,411.9742866,200.738368,153.2829117,430.8323199
2021/11/9,319.8515923,155.9856619,458.8128458,243.5468193,139.6918591,485.1041501
2021/11/10,326.2085737,160.3670776,463.5241162,243.5468193,157.9830844,488.6839294
2021/11/11,328.9783366,163.0734902,462.2904191,243.5468193,161.2946822,493.0967422
2021/11/12,347.8137742,164.0932266,446.6383152,274.9162936,154.494864,511.1119087
2021/11/13,333.663757,171.7389746,453.1646166,284.4231009,168.5302971,526.6855317
2021/11/14,344.4145796,167.6447236,457.5571478,283.7954369,175.7254492,537.2472179
2021/11/15,344.5260068,173.6932914,482.287569,323.0175158,183.8281663,533.6961961
2021/11/16,359.8711661,181.7587768,471.2863352,322.7334307,187.8708553,524.490817
2021/11/17,361.8927746,189.126971,473.5559812,322.7334307,187.8708553,518.2945104
2021/11/18,366.4294552,190.3308982,474.5730678,322.7334307,187.8708553,531.8953394
2021/11/19,378.8505396,171.5429939,463.6388973,350.8641912,192.3736279,531.4997054
2021/11/20,372.4832288,191.4755292,462.8589177,368.9409152,185.2855252,529.5411981
2021/11/21,365.5123591,191.7586507,470.6369352,358.6381364,176.9988335,529.880297
2021/11/22,285.2443231,184.2081635,414.9334583,340.8953785,162.5214018,520.8629191
2021/11/23,250.5334769,169.3313699,390.9842042,327.9601603,158.032598,477.8190146
2021/11/24,253.2705421,155.6747173,390.9842042,349.3395808,154.8416503,457.855304
2021/11/25,259.5993781,154.008607,397.329728,339.7549158,152.8664437,449.1483206
2021/11/26,261.4449241,150.3771444,384.9388496,329.9002127,141.7220238,453.5011541
2021/11/27,267.9047687,163.2584703,396.1806569,339.8979705,150.7688214,471.4968205
2021/11/28,290.4918091,172.1289299,421.9458401,354.8470048,157.6342734,516.2351327
2021/11/29,308.783937,191.4163563,449.9034534,389.3108493,174.5879979,557.9260816
2021/11/30,374.832324,215.9112537,529.5155933,428.9009708,196.4114297,614.2367866
2021/12/1,374.832324,221.7992568,529.7236044,440.7342679,210.3896629,635.7210227
2021/12/2,374.832324,207.0746914,510.1938711,410.9040057,217.1985458,618.4555111
2021/12/3,337.6533026,223.0389866,575.6972198,422.9501039,228.3448355,715.0861527
2021/12/4,307.7404419,231.9349297,548.5178342,442.3970306,235.7640633,694.2347808
2021/12/5,318.0753443,217.0212641,534.464297,451.4388042,235.8322455,694.0651094
2021/12/6,286.9455946,217.9808397,515.238067,472.5265926,239.3702474,677.4382447
2021/12/7,269.9486211,213.331118,484.7345074,510.7256138,226.1333921,632.1597512
2021/12/8,293.6630483,235.1513036,531.5207177,524.9590205,254.1734054,688.8253748
2021/12/9,366.7392348,271.3248147,619.6910158,523.4729161,308.1331757,812.8686668
