lag0,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lag11,lag12,lag13,lag14,lag15,lag16,lag17,lag18,lag19,lag20,lag21,lag22,lag23,lag24,lag25,lag26,lag27,lag28,lag29,lag30,lag31,lag32,lag33,lag34,lag35,lag36,lag37,lag38,lag39,lag40
0.021241385,0.020755348,0.020252051,0.019714232,0.019124647,0.018471008,0.017753289,0.016973319,0.01613293,0.015233953,0.014278218,0.013267557,0.0122038,0.011088779,0.009924323,0.008712264,0.007454434,0.006152661,0.004808779,0.003424617,0.002002006,0.000542778,-0.000951237,-0.002478208,-0.004036304,-0.005623694,-0.007238548,-0.008879034,-0.010543322,-0.01222958,-0.013935978,-0.015660684,-0.017401869,-0.019157701,-0.020926349,-0.022705982,-0.02449477,-0.026290881,-0.028092485,-0.029897751,-0.031704848
0.016021693,0.01564506,0.015255707,0.014840916,0.014387976,0.013887835,0.013340472,0.012747236,0.012109476,0.011428541,0.010705782,0.009942546,0.009140183,0.008300043,0.007423474,0.006511825,0.005566447,0.004588688,0.003579897,0.002541423,0.001474616,0.000380825,-0.0007386,-0.001882312,-0.00304896,-0.004237195,-0.005445668,-0.00667303,-0.007917932,-0.009179024,-0.010454958,-0.011744383,-0.013045951,-0.014358313,-0.01568012,-0.017010022,-0.018346669,-0.019688714,-0.021034806,-0.022383596,-0.023733736
0.010740141,0.010481142,0.010213811,0.009929817,0.009620835,0.009280935,0.008910104,0.008509224,0.00807918,0.007620856,0.007135135,0.006622901,0.006085038,0.00552243,0.00493596,0.004326512,0.00369497,0.003042218,0.002369139,0.001676618,0.000965537,0.000236781,-0.000508766,-0.001270221,-0.0020467,-0.00283732,-0.003641195,-0.004457444,-0.005285181,-0.006123523,-0.006971587,-0.007828489,-0.008693344,-0.009565269,-0.010443381,-0.011326796,-0.012214629,-0.013105997,-0.014000017,-0.014895804,-0.015792475
0.005398865,0.005265491,0.005128023,0.004982369,0.004824439,0.00465132,0.004463006,0.00425993,0.004042527,0.003811231,0.003566475,0.003308695,0.003038324,0.002755796,0.002461547,0.002156009,0.001839616,0.001512804,0.001176007,0.000829657,0.000474191,0.000110041,-0.000262358,-0.000642572,-0.001030167,-0.001424708,-0.001825762,-0.002232894,-0.00264567,-0.003063656,-0.003486418,-0.003913521,-0.004344532,-0.004779016,-0.005216539,-0.005656668,-0.006098967,-0.006543002,-0.006988341,-0.007434547,-0.007881188
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.00545432,-0.005313434,-0.005168597,-0.005015858,-0.004851268,-0.004672015,-0.004478093,-0.00426992,-0.004047917,-0.003812502,-0.003564093,-0.003303112,-0.003029975,-0.002745103,-0.002448915,-0.002141829,-0.001824266,-0.001496643,-0.001159381,-0.000812898,-0.000457613,-9.39E-05,0.000277685,0.000656859,0.001043159,0.001436165,0.001835458,0.002240618,0.002651227,0.003066865,0.003487114,0.003911554,0.004339766,0.004771331,0.00520583,0.005642844,0.006081953,0.006522739,0.006964783,0.007407664,0.007850965
-0.01096196,-0.010672918,-0.010376111,-0.010063774,-0.009728151,-0.009363714,-0.008970451,-0.008549185,-0.00810074,-0.00762594,-0.007125608,-0.006600567,-0.006051642,-0.005479656,-0.004885432,-0.004269795,-0.003633567,-0.002977573,-0.002302635,-0.001609579,-0.000899226,-0.000172401,0.000570072,0.00132737,0.00209867,0.002883147,0.003679979,0.00448834,0.005307409,0.006136362,0.006974373,0.007820621,0.008674282,0.009534531,0.010400546,0.011271502,0.012146576,0.013024945,0.013905785,0.014788271,0.015671582
-0.016520785,-0.016076554,-0.01562088,-0.015142319,-0.014629436,-0.014074088,-0.013476254,-0.012837149,-0.012157987,-0.011439981,-0.010684346,-0.009892295,-0.009065042,-0.008203802,-0.007309787,-0.006384212,-0.00542829,-0.004443236,-0.003430263,-0.002390585,-0.001325417,-0.000235971,0.000876538,0.002010897,0.003165891,0.004340307,0.005532931,0.006742548,0.007967946,0.00920791,0.010461227,0.011726682,0.013003062,0.014289152,0.01558374,0.016885611,0.018193551,0.019506346,0.020822784,0.022141648,0.023461727
-0.02212866,-0.02152245,-0.020901247,-0.020250061,-0.01955391,-0.018802124,-0.017994679,-0.017133165,-0.016219172,-0.01525429,-0.014240111,-0.013178223,-0.012070217,-0.010917684,-0.009722213,-0.008485395,-0.007208821,-0.005894081,-0.004542764,-0.003156461,-0.001736763,-0.000285259,0.00119646,0.002706804,0.004244182,0.005807005,0.007393681,0.009002622,0.010632235,0.012280933,0.013947123,0.015629215,0.01732562,0.019034748,0.020755007,0.022484808,0.02422256,0.025966673,0.027715557,0.029467622,0.031221276
-0.02778345,-0.027008709,-0.026215553,-0.025385569,-0.024500358,-0.023546814,-0.022524906,-0.021436588,-0.020283813,-0.019068534,-0.017792704,-0.016458277,-0.015067207,-0.013621445,-0.012122945,-0.010573662,-0.008975547,-0.007330554,-0.005640637,-0.003907748,-0.002133841,-0.00032087,0.001529214,0.003414455,0.005332902,0.007282601,0.009261598,0.011267941,0.013299676,0.01535485,0.01743151,0.019527702,0.021641473,0.02377087,0.02591394,0.02806873,0.030233285,0.032405654,0.034583882,0.036766017,0.038950105
